	ligand	mean	var_propagated	std_propagated	var	std	median	mad	std_prop %	std %
NAD_G3P_cl000	G3P	-50.8713	70.1525466593	8.37571171061	70.1525466593	8.37571171061	-49.70925	4.84935	16.4645128208	16.4645128208
NAD_G3P_cl000_2	G3P	-53.7709357143	48.3632076687	6.95436608676	48.3632076687	6.95436608676	-53.64925	4.2461	12.9333179614	12.9333179614
NAD_G3P_cl001	G3P	-63.4322821429	34.2513390379	5.85246435597	34.2513390379	5.85246435597	-64.09115	5.07195	9.22631845846	9.22631845846
NAD_G3P_cl001_2	G3P	-44.0749892857	89.8261583788	9.47766629392	89.8261583788	9.47766629392	-42.67905	6.42965	21.5035022073	21.5035022073
NAD_G3P_cl012	G3P	-64.2121392857	38.2509265088	6.18473334177	38.2509265088	6.18473334177	-63.434	3.8764	9.63171981275	9.63171981275
NAD_G3P_cl012_2	G3P	-67.6209964286	82.7560784061	9.09703679261	82.7560784061	9.09703679261	-68.2362	5.7499	13.4529765503	13.4529765503
NAD_DPG_cl100	DPG	-48.8249214286	132.320463659	11.5030632294	132.320463659	11.5030632294	-49.67275	8.06455	23.5598192333	23.5598192333
NAD_DPG_cl100_2	DPG	-52.93695	89.2803549018	9.44882822903	89.2803549018	9.44882822903	-52.432	6.6175	17.8492116169	17.8492116169
NAD_DPG_cl101	DPG	-47.89365	131.380535209	11.4621348452	131.380535209	11.4621348452	-48.45115	7.0473	23.9324729796	23.9324729796
NAD_DPG_cl101_2	DPG	-47.9268714286	115.148894248	10.7307452792	115.148894248	10.7307452792	-47.9081	6.8445	22.3898305051	22.3898305051
NAD_DPG_cl220	DPG	-49.9466428571	160.454304287	12.667055865	160.454304287	12.667055865	-50.58125	11.3618	25.3611757275	25.3611757275
NAD_DPG_cl220_2	DPG	-70.03135	61.2979435168	7.82930032102	61.2979435168	7.82930032102	-72.14295	5.56265	11.1797078323	11.1797078323
NAD_remG3P_G3P_cl010	G3P	-55.3507535714	41.5939089053	6.44933398928	41.5939089053	6.44933398928	-56.1718	3.23155	11.6517546251	11.6517546251
NAD_remG3P_G3P_cl010_2	G3P	-59.2833535714	49.9563219418	7.06797863196	49.9563219418	7.06797863196	-59.0323	5.9184	11.9223664084	11.9223664084
NAD_remG3P_G3P_cl100	G3P	-47.7335285714	42.7184315706	6.53593387135	42.7184315706	6.53593387135	-46.73295	3.0221	13.6925428875	13.6925428875
NAD_remG3P_G3P_cl100_2	G3P	-60.8647357143	71.4773193009	8.45442601842	71.4773193009	8.45442601842	-61.88315	5.6504	13.8905162722	13.8905162722
NAD_remG3P_G3P_cl200	G3P	-46.1791035714	89.3599753003	9.45304053204	89.3599753003	9.45304053204	-47.6377	5.05545	20.4703855228	20.4703855228
NAD_remG3P_G3P_cl200_2	G3P	-51.4541107143	31.6460009831	5.62547784487	31.6460009831	5.62547784487	-52.12435	4.4609	10.9329998454	10.9329998454
NAD_remG3P_DPG_cl100	DPG	-64.9038214286	61.7938096974	7.8609038728	61.7938096974	7.8609038728	-64.1876	5.6238	12.1116194698	12.1116194698
NAD_remG3P_DPG_cl100_2	DPG	-45.404425	105.187775072	10.2561091585	105.187775072	10.2561091585	-44.40315	5.243	22.5883471898	22.5883471898
NAD_remG3P_DPG_cl120	DPG	-54.2804071429	93.1025389092	9.64896569116	93.1025389092	9.64896569116	-53.55015	5.4063	17.7761483361	17.7761483361
NAD_remG3P_DPG_cl120_2	DPG	-85.3221107143	63.1432815374	7.94627469557	63.1432815374	7.94627469557	-83.39875	4.508	9.3132654936	9.3132654936
NAD_remG3P_DPG_cl210	DPG	-62.5725	191.012836436	13.8207393593	191.012836436	13.8207393593	-63.95105	10.6209	22.0875614036	22.0875614036
NAD_remG3P_DPG_cl210_2	DPG	-74.3358214286	130.00685172	11.4020547148	130.00685172	11.4020547148	-74.08795	8.8338	15.3385736455	15.3385736455
G3P sumup	G3P	-55.4040190476	4.79411260182	2.18954620911	53.9382259057	7.34426483085	-54.5608446429	6.56560357143	3.95196277589	13.255834066
DPG sumup	DPG	-58.6982892857	9.26478881384	3.04381156017	147.632716951	12.1504204434	-53.6086785714	6.95964107143	5.18552005043	20.6997862991
ddG	DPG-G3P	-3.2942702381	14.0589014157	3.74952015805	201.570942856	14.1975682022	0.952166071429	13.5252446429	113.819446708	430.977642272
dKd	DPG-G3P	0.00384841907275	6.868534738e-06	2.15625747331	1.50795783741e-13	98214479.159	4.98818790539	40927876502.1	56029.6951176	2.55207339176e+12
