	ligand	mean	var_propagated	std_propagated	var	std	median	mad	std_prop %	std %
NAD_G3P_cl000	G3P	-51.6528916667	51.9755571029	7.20940754174	51.9755571029	7.20940754174	-52.206	5.103	13.9574132427	13.9574132427
NAD_G3P_cl000_2	G3P	-53.779894697	58.8419188994	7.67084864271	58.8419188994	7.67084864271	-54.55595	5.4596	14.263413281	14.263413281
NAD_G3P_cl001	G3P	-63.7224113636	74.7061036306	8.6432692675	74.7061036306	8.6432692675	-64.3149	6.0152	13.5639394093	13.5639394093
NAD_G3P_cl001_2	G3P	-48.816655303	133.753878832	11.5652012015	133.753878832	11.5652012015	-48.8875	9.4951	23.6910970851	23.6910970851
NAD_G3P_cl012	G3P	-56.2473856061	70.9732056787	8.42455967269	70.9732056787	8.42455967269	-56.74165	5.3612	14.9776911085	14.9776911085
NAD_G3P_cl012_2	G3P	-68.2833727273	68.6655258458	8.286466427	68.6655258458	8.286466427	-68.4341	5.0226	12.135408806	12.135408806
NAD_DPG_cl100	DPG	-52.2748863636	305.972116798	17.4920586781	305.972116798	17.4920586781	-52.9147	12.59885	33.4616866624	33.4616866624
NAD_DPG_cl100_2	DPG	-58.0990469697	79.3626463331	8.90857150912	79.3626463331	8.90857150912	-58.8878	6.18955	15.3334210693	15.3334210693
NAD_DPG_cl101	DPG	-52.0023689394	200.215343139	14.1497471051	200.215343139	14.1497471051	-52.2989	8.86595	27.2098125407	27.2098125407
NAD_DPG_cl101_2	DPG	-44.5834068182	106.304092738	10.3103876134	106.304092738	10.3103876134	-45.3641	6.6984	23.1260649403	23.1260649403
NAD_DPG_cl220	DPG	-46.9517575758	110.417887355	10.5079915947	110.417887355	10.5079915947	-46.1972	7.2705	22.3804009419	22.3804009419
NAD_DPG_cl220_2	DPG	-72.1513469697	116.884858004	10.8113300756	116.884858004	10.8113300756	-73.8027	6.6402	14.9842387283	14.9842387283
NAD_remG3P_G3P_cl010	G3P	-52.2207318182	81.4557191744	9.02528222132	81.4557191744	9.02528222132	-53.82615	5.2536	17.2829485668	17.2829485668
NAD_remG3P_G3P_cl010_2	G3P	-60.9869136364	41.9224002091	6.47475097661	41.9224002091	6.47475097661	-60.98725	4.45745	10.6166234534	10.6166234534
NAD_remG3P_G3P_cl100	G3P	-46.7654939394	64.9225526177	8.05745323397	64.9225526177	8.05745323397	-46.10535	5.0521	17.2294838678	17.2294838678
NAD_remG3P_G3P_cl100_2	G3P	-56.5327537879	101.267958044	10.0631982016	101.267958044	10.0631982016	-57.17925	7.0696	17.8006509984	17.8006509984
NAD_remG3P_G3P_cl200	G3P	-47.3694734848	53.9573224279	7.3455648134	53.9573224279	7.3455648134	-48.56955	4.91555	15.5069589611	15.5069589611
NAD_remG3P_G3P_cl200_2	G3P	-52.7052856061	42.5278646818	6.52133917856	42.5278646818	6.52133917856	-52.81015	4.16455	12.3732166586	12.3732166586
NAD_remG3P_DPG_cl100	DPG	-80.2178787879	162.592206594	12.7511649112	162.592206594	12.7511649112	-81.5442	9.0049	15.8956645375	15.8956645375
NAD_remG3P_DPG_cl100_2	DPG	-58.2745689394	192.131968135	13.8611676325	192.131968135	13.8611676325	-58.9114	9.75965	23.785963388	23.785963388
NAD_remG3P_DPG_cl120	DPG	-65.2572424242	118.84773428	10.9017307929	118.84773428	10.9017307929	-64.93285	7.8415	16.705779141	16.705779141
NAD_remG3P_DPG_cl120_2	DPG	-73.8891886364	135.850185278	11.6554787666	135.850185278	11.6554787666	-74.8498	6.8083	15.7742681733	15.7742681733
NAD_remG3P_DPG_cl210	DPG	-72.5224424242	149.160034084	12.213109108	149.160034084	12.213109108	-75.5183	7.1004	16.840454761	16.840454761
NAD_remG3P_DPG_cl210_2	DPG	-80.4979613636	238.004878869	15.4274067448	238.004878869	15.4274067448	-83.41405	10.3673	19.1649657748	19.1649657748
G3P sumup	G3P	-54.923605303	5.86784727183	2.42236398418	40.1795392208	6.33873325048	-53.2425901515	3.85804924242	4.41042420797	11.5409999316
DPG sumup	DPG	-63.0601746843	13.3037774417	3.64743436428	148.310513636	12.1782804055	-61.7659056818	10.5709890152	5.7840536956	19.312157739
ddG	DPG-G3P	-8.13656938131	19.1716247136	4.3785413911	188.490052857	13.7291679594	-8.5233155303	14.4290382576	53.8131144208	168.73411036
dKd	DPG-G3P	1.08605364838e-06	6.70435655787e-10	0.00175932248974	9.38205541347e-17	12572.0055486	5.65411048261e-07	21326.8264197	161992.226845	1.15758605179e+12
