0.000000000001	602816.	606403.	609002.	591909.	602869.	604426.	604149.	606742.	601324.	598296.
0.00000000001	482346.	470825.	483365.	479624.	460157.	478058.	476387.	483102.	482059.	478815.
0.0000000001	296099.	292829.	293120.	216659.	281385.	283776.	277339.	280750.	281579.	289970.
0.000000001	81556.8	68131.2	64661.	67218.7	58171.4	62664.7	30491.6	65443.4	73365.1	66085.
0.00000001	0.000437261	0.000472864	0.0260456	0.0964245	0.0961911	0.0963332	0.000622984	0.00189119	0.094308	0.096386
0.0000001	0.0000017504	0.00000177419	0.00000177257	0.00000177459	0.00000177703	0.00000176952	0.00000177362	0.00000177388	0.00000176861	0.00000176847
0.000001	0.00000176749	0.00000176536	0.0000017558	0.0000017692	0.00000176083	0.00000176405	0.00000176711	0.00000176676	0.0000017634	0.00000175796
0.00001	0.00000176984	0.00000176363	0.00000176957	0.00000176472	0.00000175782	0.00000175904	0.00000177568	0.00000176409	0.00000176332	0.00000177071
0.0001	0.00000175859	0.00000166045	0.00000176077	0.00000176529	0.00000176518	0.00000176145	0.00000175924	0.0000017636	0.00000174993	0.00000176628
0.001	0.00000176328	0.00000175892	0.00000176621	0.00000176185	0.00000175859	0.00000175905	0.00000165146	0.00000177417	0.00000176135	0.00000175977
0.01	0.00000176335	0.00000173235	0.00000175715	0.00000176283	0.00000176586	0.00000176169	0.00000175776	0.00000176448	0.00000176068	0.00000175713
0.1	0.00000168101	0.00000176391	0.00000158463	0.00000176319	0.00000176181	0.00000175791	0.00000176196	0.00000175802	0.00000177042	0.0000017246
1.	0.00000176114	0.00000176813	0.00000176409	0.00000175891	0.00000176692	0.00000176393	0.00000175275	0.00000175788	0.00000176054	0.00000176653
10.	0.00000177114	0.00000177084	0.00000177138	0.00000177116	0.00000177026	0.00000177048	0.00000177237	0.00000177356	0.00000177049	0.00000177099
100.	0.00000177627	0.00000177568	0.00000177545	0.00000174053	0.00000177622	0.00000177558	0.0000017758	0.00000177574	0.00000177664	0.00000177577
1000.	197302.	195819.	200688.	174.762	75281.6	173433.	134.377	194627.	196869.	13475.3
10000.	196259874.	50.4075	198954188.	170836018.	190749834.	161471269.	203765612.	255011.	185362896.	187512901.
100000.	46161319774.	40764059905.	48868305958.	35857793632.	4624634688.	1191684189.	47684757139.	48289881337.	47966909327.	48176477590.
1000000.	6975466404693.	1605228253657.	5721387830500.	182758342138.	2454351507237.	864378363745.	6523353618347.	1050761794639.	190068386176.	7031590041429.
10000000.	147594556002683.	406973041862162.	358159573946122.	390023441959791.	340637653875950.	359854346327014.	371317740385782.	357183572563286.	347821279622602.	366464524711960.
100000000.	68799853898813150.	46262909324808560.	50504831952101820.	33607122934297290.	49245037877940260.	58016202754056440.	68906300906696440.	67552584302044300.	69541705640201900.	35639844546424060.
1000000000.	7789382297794054000.	8169728229892380000.	7795432799951490000.	8414251831117770000.	8536965564298730000.	8532746089259170000.	8286954723651550000.	7812970230099128000.	7774505436841203000.	7881942748413890000.
10000000000.	932006332417901000000.	978125651247923000000.	929159149623758000000.	930152240365752000000.	972726548729019000000.	972674411358742000000.	956832429171643000000.	982340147895091000000.	981824140806206000000.	981686929013845000000.
100000000000.	102938428145289400000000.	102712331162419800000000.	102566473139776200000000.	102774670543617200000000.	103045345628109000000000.	102643718740696600000000.	102697331519194100000000.	102715808690392800000000.	101883034173988500000000.	101882639755710100000000.
1000000000000.	10694339765205880000000000.	10696930260678290000000000.	10679437782047970000000000.	10691048838837550000000000.	10683320546067930000000000.	10696032901787050000000000.	10697152134679250000000000.	10692764695107010000000000.	10721472436535540000000000.	10697415887635760000000000.
