	ligand	mean	var_propagated	std_propagated	var	std	median	mad	std_prop %	std %
APO_2PG_cl000	2PG	-25.0283714286	82.662450337	9.09188926115	82.662450337	9.09188926115	-26.63815	4.57095	36.3263318474	36.3263318474
APO_2PG_cl000_2	2PG	-126.522496429	126.488880897	11.2467275639	126.488880897	11.2467275639	-126.94925	9.8946	8.88911290986	8.88911290986
APO_2PG_cl000_3	2PG	-54.1960142857	62.4479607227	7.90240221215	62.4479607227	7.90240221215	-53.2544	4.03745	14.5811501386	14.5811501386
APO_2PG_cl000_4	2PG	-91.0729964286	65.7504029203	8.10866221521	65.7504029203	8.10866221521	-91.2194	5.1695	8.90347581961	8.90347581961
APO_2PG_cl100	2PG	-95.7409357143	211.499278928	14.5430147813	211.499278928	14.5430147813	-97.36385	10.0859	15.1899651625	15.1899651625
APO_2PG_cl100_2	2PG	-117.755692857	111.440634892	10.5565446474	111.440634892	10.5565446474	-116.65285	7.83045	8.96478496389	8.96478496389
APO_2PG_cl100_3	2PG	-30.5706821429	73.3008264765	8.56159018387	73.3008264765	8.56159018387	-28.5063	5.9215	28.0058853246	28.0058853246
APO_2PG_cl100_4	2PG	-178.819921429	64.3436698403	8.02145060698	64.3436698403	8.02145060698	-179.29665	4.1786	4.48577012164	4.48577012164
APO_2PG_cl200	2PG	-84.749825	202.47040847	14.2292096924	202.47040847	14.2292096924	-85.20735	9.78505	16.7896626245	16.7896626245
APO_2PG_cl200_2	2PG	-15.9598785714	215.855086716	14.6920075795	215.855086716	14.6920075795	-20.24345	9.6543	92.0558857246	92.0558857246
APO_2PG_cl200_3	2PG	-26.4467678571	105.878416824	10.2897238458	105.878416824	10.2897238458	-26.7156	6.255	38.9073020243	38.9073020243
APO_2PG_cl200_4	2PG	-89.8998071429	133.53420024	11.5556999026	133.53420024	11.5556999026	-90.4064	10.0854	12.8539762986	12.8539762986
APO_PEP_cl000	PEP	-54.5128571429	43.7739999317	6.61619225323	43.7739999317	6.61619225323	-54.2582	3.93505	12.1369390636	12.1369390636
APO_PEP_cl000_2	PEP	-143.757753571	3033.85897946	55.0804772987	3033.85897946	55.0804772987	-133.5997	35.34135	38.3147871543	38.3147871543
APO_PEP_cl000_3	PEP	-2.09713214286	42.7149259679	6.53566568667	42.7149259679	6.53566568667	-1.16335	3.25285	311.647776175	311.647776175
APO_PEP_cl000_4	PEP	-14.1279535714	116.550133221	10.7958386993	116.550133221	10.7958386993	-16.54525	8.06015	76.4147379499	76.4147379499
APO_PEP_cl100	PEP	-13.1537392857	140.94666452	11.8720960458	140.94666452	11.8720960458	-11.7237	8.54255	90.256434219	90.256434219
APO_PEP_cl100_2	PEP	-23.7612321429	124.554333324	11.1603912711	124.554333324	11.1603912711	-26.3538	5.8596	46.9689080264	46.9689080264
APO_PEP_cl100_3	PEP	-74.8041678571	56.3338558858	7.50558831044	56.3338558858	7.50558831044	-75.03645	6.0872	10.033649896	10.033649896
APO_PEP_cl100_4	PEP	-58.4755321429	221.534850109	14.8840468324	221.534850109	14.8840468324	-58.85495	10.1156	25.4534611092	25.4534611092
APO_PEP_cl110	PEP	6.98565357143	262.661748282	16.2068426377	262.661748282	16.2068426377	3.66945	9.3473	232.001808735	232.001808735
APO_PEP_cl110_2	PEP	11.5805214286	86.4815042303	9.29954322697	86.4815042303	9.29954322697	11.9309	7.29665	80.3033204017	80.3033204017
APO_PEP_cl110_3	PEP	-84.7845071429	202.335773117	14.2244779559	202.335773117	14.2244779559	-84.9691	8.3157	16.7772137095	16.7772137095
APO_PEP_cl110_4	PEP	-25.5628285714	258.817211435	16.0877969727	258.817211435	16.0877969727	-21.34205	6.4467	62.9343381455	62.9343381455
2PG sumup	2PG	-78.0636157738	10.1088348421	3.17943939117	2241.77009364	47.3473345991	-87.3248160714	36.1632410714	4.07288255822	60.6522438524
PEP sumup	PEP	-39.7059607143	31.8789165242	5.64614173787	1891.71896941	43.4938957718	-24.6620303571	30.7492553571	14.2198844614	109.539965762
ddG	PEP-2PG	38.3576550595	41.9877513663	6.47979562689	4133.48906305	64.2922161934	62.6627857143	66.9124964286	16.8930963502	167.612478118
dKd	PEP-2PG	1.30727088686e+28	2.32616683889e+23	7.34666638297e+32	9.76851320992e-20	1.74945473781e+75	8.5537370593e+45	9.53613509128e+94	5619850.06841	1.33824959722e+49
