	ligand	mean	var_propagated	std_propagated	var	std	median	mad	std_prop %	std %
APO_2PG_cl000	2PG	-25.4380285714	62.6987194151	7.9182522955	62.6987194151	7.9182522955	-26.031	4.9738	31.1276177447	31.1276177447
APO_2PG_cl000_2	2PG	-129.484704511	148.441610918	12.1836616383	148.441610918	12.1836616383	-128.0449	9.3157	9.40934428073	9.40934428073
APO_2PG_cl000_3	2PG	-58.0552541353	52.9179188401	7.27447034774	52.9179188401	7.27447034774	-58.4962	5.5699	12.5302532149	12.5302532149
APO_2PG_cl000_4	2PG	-106.065072932	139.066194415	11.7926330569	139.066194415	11.7926330569	-109.3012	7.7355	11.11830005	11.11830005
APO_2PG_cl100	2PG	-88.0446338346	128.305219755	11.3271894023	128.305219755	11.3271894023	-87.2599	7.1407	12.8652808342	12.8652808342
APO_2PG_cl100_2	2PG	-123.710154887	200.898974887	14.1738835499	200.898974887	14.1738835499	-123.5874	10.2523	11.4573323127	11.4573323127
APO_2PG_cl100_3	2PG	-0.23734962406	461.24425035	21.4765977368	461.24425035	21.4765977368	1.3355	16.6883	9048.50716401	9048.50716401
APO_2PG_cl100_4	2PG	-188.125118797	122.265884651	11.0573904992	122.265884651	11.0573904992	-188.494	6.9383	5.87767894574	5.87767894574
APO_2PG_cl200	2PG	-83.5668360902	435.240598941	20.8624207354	435.240598941	20.8624207354	-81.7317	15.7418	24.9649522603	24.9649522603
APO_2PG_cl200_2	2PG	-17.4007052632	195.891752461	13.9961334826	195.891752461	13.9961334826	-16.9465	8.1399	80.4342885583	80.4342885583
APO_2PG_cl200_3	2PG	-45.1706015038	219.296344708	14.8086577619	219.296344708	14.8086577619	-46.3366	10.0757	32.7838400837	32.7838400837
APO_2PG_cl200_4	2PG	-94.9747075188	126.513584895	11.2478257852	126.513584895	11.2478257852	-96.9282	7.3271	11.8429696485	11.8429696485
APO_PEP_cl000	PEP	-48.9744255639	53.8132782999	7.33575342415	53.8132782999	7.33575342415	-48.4779	4.7953	14.9787431699	14.9787431699
APO_PEP_cl000_2	PEP	-170.970093985	1227.56264453	35.0365900814	1227.56264453	35.0365900814	-175.7935	18.812	20.4928179337	20.4928179337
APO_PEP_cl000_3	PEP	-3.20712781955	72.9582609883	8.54156080516	72.9582609883	8.54156080516	-3.414	5.4156	266.330538905	266.330538905
APO_PEP_cl000_4	PEP	-19.3485924812	232.353024303	15.2431303971	232.353024303	15.2431303971	-19.4214	9.4536	78.7815982579	78.7815982579
APO_PEP_cl100	PEP	-69.6738142857	1394.26217144	37.3398201848	1394.26217144	37.3398201848	-87.1393	21.215	53.5923295827	53.5923295827
APO_PEP_cl100_2	PEP	-11.2802526316	331.572570012	18.2091342466	331.572570012	18.2091342466	-13.8955	11.9362	161.424879755	161.424879755
APO_PEP_cl100_3	PEP	-77.3622977444	89.0963156401	9.43908447044	89.0963156401	9.43908447044	-76.0845	5.8513	12.2011428637	12.2011428637
APO_PEP_cl100_4	PEP	-58.3390511278	125.488955248	11.2021852889	125.488955248	11.2021852889	-59.1775	7.1985	19.2018640557	19.2018640557
APO_PEP_cl110	PEP	2.97402631579	380.827851511	19.5148110806	380.827851511	19.5148110806	3.9963	14.2612	656.174794991	656.174794991
APO_PEP_cl110_2	PEP	-8.46518646617	283.243728938	16.829846373	283.243728938	16.829846373	-8.5791	11.3393	198.812470821	198.812470821
APO_PEP_cl110_3	PEP	-59.2905541353	337.440183887	18.3695450104	337.440183887	18.3695450104	-53.4913	9.2225	30.9822454491	30.9822454491
APO_PEP_cl110_4	PEP	-12.1097142857	310.867725244	17.6314413831	310.867725244	17.6314413831	-12.4246	12.4812	145.59750104	145.59750104
2PG sumup	2PG	-80.0227639724	15.9220906544	3.99024944764	2665.31972968	51.6267346409	-85.8057349624	39.2697766917	4.98639293316	64.5150605629
PEP sumup	PEP	-44.6705903509	33.6075465975	5.79720161781	2181.74625736	46.7091667381	-34.1615090226	25.4126838346	12.9776695859	104.563576105
ddG	PEP-2PG	35.3521736216	49.5296372519	7.03772955234	4847.06598705	69.6208732138	51.6442259398	64.6824605263	19.9074875216	196.935198268
dKd	PEP-2PG	8.19090101157e+25	5.68379502184e+20	1.18038843983e+31	7.60082197266e-26	8.82679000016e+76	7.16956583152e+37	1.8538780144e+85	14410971.8596	1.0776335824e+53
